rainfall_mm,rainfall_3day_mm,soil_moisture_pct,slope_deg,elevation_m,risk_probability_pct,risk_level
36.5,30.4,23.2,37.6,2034.0,22.3,LOW
109.1,230.3,73.8,35.1,507.0,64.7,HIGH
85.6,133.6,58.4,47.6,1893.0,52.9,MEDIUM
111.3,234.3,53.0,37.7,713.0,53.7,MEDIUM
106.3,172.0,54.2,34.6,1871.0,67.2,HIGH
143.3,339.6,100.0,27.1,623.0,86.5,CRITICAL
21.5,54.4,28.4,4.7,465.0,11.5,LOW
101.7,124.5,53.5,35.5,1518.0,47.3,MEDIUM
36.7,94.0,48.1,9.4,2187.0,33.1,MEDIUM
8.9,0.0,29.5,59.8,868.0,24.9,LOW
105.8,194.1,38.3,4.7,1594.0,39.9,MEDIUM
101.4,173.9,66.0,4.5,2437.0,50.8,MEDIUM
73.1,116.0,47.5,47.2,1738.0,49.2,MEDIUM
145.1,196.0,72.6,6.1,1872.0,58.0,MEDIUM
37.0,121.8,51.1,24.3,816.0,34.2,MEDIUM
118.4,300.1,75.8,55.6,549.0,78.5,HIGH
65.1,183.5,62.0,47.3,617.0,42.5,MEDIUM
69.2,172.5,44.0,14.0,2924.0,40.2,MEDIUM
10.7,36.2,54.1,15.1,443.0,25.2,LOW
146.1,201.1,55.7,35.5,624.0,64.3,HIGH
98.5,89.4,39.1,29.2,776.0,46.1,MEDIUM
115.2,232.3,80.4,7.0,2406.0,65.4,HIGH
32.5,87.5,46.1,9.5,1314.0,22.5,LOW
90.3,130.8,46.8,48.2,2415.0,56.2,MEDIUM
65.0,96.3,49.4,20.7,1373.0,32.6,MEDIUM
102.3,193.2,66.5,47.9,2425.0,68.7,HIGH
87.3,228.4,62.8,11.4,2707.0,41.2,MEDIUM
221.0,449.5,100.0,36.0,1452.0,100.0,CRITICAL
176.8,390.4,73.3,30.3,2962.0,72.1,HIGH
59.2,155.6,56.5,19.6,2812.0,46.7,MEDIUM
105.7,189.2,68.0,36.5,243.0,62.4,HIGH
55.3,117.0,55.0,7.5,1780.0,23.3,LOW
142.4,348.6,55.4,51.4,2040.0,63.1,HIGH
67.2,127.2,47.6,44.6,2561.0,52.4,MEDIUM
49.2,71.9,26.2,17.2,2085.0,28.6,LOW
89.4,135.1,65.7,34.8,2127.0,51.9,MEDIUM
167.6,258.4,64.1,54.1,1011.0,68.0,HIGH
150.1,152.7,67.0,25.3,2498.0,54.4,MEDIUM
51.6,54.2,23.5,21.8,377.0,26.9,LOW
208.2,308.0,80.9,47.9,2041.0,94.1,CRITICAL
34.3,88.4,43.4,0.1,766.0,22.3,LOW
44.3,120.0,81.2,41.2,2344.0,65.6,HIGH
138.3,309.4,90.5,12.9,2413.0,61.9,HIGH
9.0,0.0,43.4,41.7,689.0,38.8,MEDIUM
75.6,221.7,87.6,26.3,2422.0,63.3,HIGH
59.0,190.4,62.0,1.2,2545.0,30.7,MEDIUM
216.3,345.7,80.7,52.5,348.0,93.4,CRITICAL
28.8,18.3,30.2,32.8,1404.0,34.0,MEDIUM
31.9,37.5,39.6,18.8,740.0,16.5,LOW
236.1,629.6,91.2,42.2,554.0,100.0,CRITICAL
59.6,76.6,41.5,29.8,2450.0,40.5,MEDIUM
163.2,312.9,79.7,2.1,1021.0,53.8,MEDIUM
52.1,125.2,46.9,39.0,2003.0,45.1,MEDIUM
42.8,97.0,26.2,58.2,210.0,44.4,MEDIUM
168.7,324.3,76.8,13.3,422.0,48.6,MEDIUM
274.2,660.2,100.0,51.8,1909.0,100.0,CRITICAL
177.5,364.5,100.0,37.3,1237.0,100.0,CRITICAL
49.4,111.6,43.6,4.7,2663.0,27.3,LOW
73.1,101.4,20.5,43.8,430.0,38.5,MEDIUM
33.2,89.8,41.0,26.5,1947.0,34.7,MEDIUM
38.5,49.2,48.1,47.6,2168.0,47.9,MEDIUM
36.8,73.4,43.1,38.1,1911.0,35.0,MEDIUM
53.1,147.2,41.1,0.2,2106.0,27.5,LOW
82.2,229.5,56.3,7.6,898.0,38.6,MEDIUM
75.4,207.3,57.7,21.1,2348.0,51.1,MEDIUM
124.8,316.4,72.2,28.9,1753.0,79.9,HIGH
85.5,180.0,41.9,55.9,2407.0,49.7,MEDIUM
116.6,179.6,56.1,49.3,541.0,58.1,MEDIUM
129.8,224.0,47.6,48.1,556.0,54.6,MEDIUM
50.1,112.3,58.2,32.4,1307.0,39.6,MEDIUM
66.1,195.6,72.2,5.6,1292.0,33.2,MEDIUM
400.0,900.0,100.0,44.7,560.0,100.0,CRITICAL
46.7,170.4,47.0,5.2,427.0,34.6,MEDIUM
121.3,249.3,62.3,5.5,426.0,47.0,MEDIUM
23.0,54.0,37.7,15.3,347.0,22.2,LOW
132.4,186.5,61.1,55.4,293.0,55.5,MEDIUM
40.4,93.5,49.6,45.0,2462.0,46.1,MEDIUM
77.5,187.3,63.4,4.6,2818.0,34.0,MEDIUM
19.3,6.6,49.6,55.1,1392.0,37.6,MEDIUM
71.6,134.9,51.0,47.0,723.0,50.9,MEDIUM
72.8,217.1,46.9,36.2,1119.0,45.0,MEDIUM
64.2,110.6,27.3,7.6,2492.0,23.8,LOW
103.0,210.8,81.3,19.2,2802.0,53.4,MEDIUM
159.1,349.4,88.5,18.0,868.0,72.0,HIGH
31.8,89.2,45.9,38.4,286.0,37.6,MEDIUM
65.4,104.6,51.1,35.3,1064.0,33.6,MEDIUM
11.9,7.6,33.1,16.6,1279.0,24.1,LOW
84.7,102.9,50.6,18.7,208.0,39.9,MEDIUM
29.5,84.9,38.3,31.1,2108.0,36.0,MEDIUM
74.8,182.9,70.1,50.7,549.0,65.5,HIGH
87.2,269.1,64.1,7.6,429.0,42.5,MEDIUM
14.5,60.6,28.3,43.5,2214.0,37.7,MEDIUM
97.2,125.6,28.5,59.7,2358.0,52.9,MEDIUM
153.9,394.8,86.4,45.0,715.0,99.6,CRITICAL
113.6,158.9,69.0,26.5,2352.0,54.2,MEDIUM
32.5,51.6,32.3,43.9,1033.0,31.9,MEDIUM
71.2,172.0,39.3,51.6,1063.0,54.0,MEDIUM
77.5,217.9,66.1,46.1,543.0,61.9,HIGH
66.4,197.9,51.9,0.8,834.0,39.1,MEDIUM
21.9,65.7,58.4,7.9,309.0,26.2,LOW
37.4,51.6,50.6,6.4,2081.0,16.8,LOW
61.9,99.9,29.7,1.9,2584.0,26.7,LOW
86.3,156.4,51.4,42.9,335.0,50.2,MEDIUM
46.5,69.2,31.3,16.0,915.0,32.8,MEDIUM
10.3,30.2,20.6,43.3,1169.0,35.3,MEDIUM
48.9,103.9,44.9,40.0,1299.0,45.8,MEDIUM
220.7,405.6,100.0,31.4,2508.0,92.7,CRITICAL
97.7,225.9,62.9,3.6,320.0,34.8,MEDIUM
84.5,221.8,57.1,18.3,1920.0,44.3,MEDIUM
36.9,39.1,9.4,1.6,1690.0,10.8,LOW
50.8,101.1,37.2,54.6,2548.0,46.3,MEDIUM
9.4,15.8,39.0,18.5,1056.0,30.5,MEDIUM
34.6,78.3,25.6,5.7,485.0,21.9,LOW
94.1,147.2,67.5,0.2,566.0,30.7,MEDIUM
85.0,130.9,42.6,36.7,1966.0,42.6,MEDIUM
42.8,113.9,49.4,37.3,1728.0,37.0,MEDIUM
66.4,150.6,47.8,59.7,1858.0,49.9,MEDIUM
75.4,105.8,31.8,17.3,584.0,35.6,MEDIUM
44.8,87.5,48.4,2.8,319.0,28.8,LOW
101.8,197.5,52.4,46.8,1786.0,56.0,MEDIUM
83.8,108.0,36.2,18.3,427.0,33.0,MEDIUM
52.4,81.3,13.7,19.8,2803.0,37.7,MEDIUM
23.4,71.9,56.4,54.5,2449.0,36.1,MEDIUM
49.3,123.3,48.6,34.5,704.0,43.9,MEDIUM
46.6,75.0,54.5,24.0,1874.0,40.4,MEDIUM
42.7,96.3,51.9,57.0,570.0,41.5,MEDIUM
15.2,9.4,44.7,15.9,2821.0,25.6,LOW
182.5,411.3,84.9,1.3,1850.0,69.2,HIGH
176.5,293.5,57.6,13.9,1090.0,56.4,MEDIUM
64.5,81.7,51.4,2.6,2105.0,26.4,LOW
86.0,131.2,51.2,24.5,207.0,36.4,MEDIUM
100.5,287.5,67.5,49.9,1006.0,74.9,HIGH
65.3,149.0,61.3,58.5,856.0,48.8,MEDIUM
90.6,225.7,67.6,42.0,1169.0,60.1,HIGH
110.9,120.9,55.8,55.6,439.0,58.9,MEDIUM
81.5,185.3,45.5,24.5,2910.0,44.5,MEDIUM
125.0,263.9,81.3,18.2,1510.0,59.0,MEDIUM
41.5,85.5,42.8,9.3,2598.0,31.9,MEDIUM
71.2,99.3,57.9,30.1,367.0,36.6,MEDIUM
363.1,819.6,100.0,19.6,2566.0,79.5,HIGH
145.6,164.2,62.9,6.5,2028.0,44.5,MEDIUM
82.9,106.2,44.6,55.9,2101.0,61.2,HIGH
31.8,88.7,51.8,7.4,2458.0,25.6,LOW
74.0,103.6,58.9,44.4,1673.0,52.6,MEDIUM
139.0,120.3,55.3,4.1,1975.0,35.3,MEDIUM
119.8,326.4,81.4,31.6,2719.0,91.8,CRITICAL
11.4,45.0,45.3,40.5,550.0,31.4,MEDIUM
15.8,49.4,31.1,14.1,356.0,15.6,LOW
16.6,0.0,48.2,4.5,2952.0,20.5,LOW
101.7,285.9,52.7,35.6,2668.0,74.4,HIGH
16.9,0.0,30.4,36.2,1639.0,31.7,MEDIUM
30.6,42.5,31.5,18.7,2386.0,25.9,LOW
63.5,146.9,44.3,22.6,2669.0,23.4,LOW
155.1,282.0,76.0,2.7,1507.0,63.5,HIGH
105.2,254.7,54.7,17.7,474.0,42.3,MEDIUM
57.6,146.6,77.8,53.0,1546.0,65.9,HIGH
127.5,209.6,45.2,10.3,1184.0,39.1,MEDIUM
263.9,377.3,75.2,28.1,265.0,100.0,CRITICAL
74.5,145.6,39.3,40.6,2885.0,48.6,MEDIUM
22.0,67.1,42.4,48.2,2204.0,31.5,MEDIUM
31.6,82.4,54.5,4.9,2400.0,26.9,LOW
31.3,66.9,46.3,35.5,1871.0,32.9,MEDIUM
38.1,59.6,56.6,37.6,954.0,42.1,MEDIUM
54.4,173.9,46.2,11.8,1837.0,32.4,MEDIUM
88.2,240.0,73.9,1.9,2105.0,35.6,MEDIUM
18.8,25.7,30.2,50.7,1873.0,34.2,MEDIUM
22.5,72.6,43.6,26.4,556.0,28.9,LOW
110.2,194.2,72.4,3.6,2478.0,40.0,MEDIUM
46.8,73.4,20.7,34.7,1033.0,19.8,LOW
34.4,10.4,55.5,22.6,1311.0,33.0,MEDIUM
59.5,96.5,42.7,4.8,1742.0,26.4,LOW
173.6,398.9,70.6,17.2,2937.0,68.6,HIGH
121.2,198.4,51.4,19.6,1075.0,52.3,MEDIUM
115.4,209.8,62.7,34.5,317.0,43.5,MEDIUM
215.2,345.4,73.5,24.2,2923.0,77.6,HIGH
91.3,220.4,38.5,6.4,2881.0,42.7,MEDIUM
228.3,616.1,100.0,38.1,755.0,100.0,CRITICAL
240.5,443.1,87.8,43.7,2521.0,100.0,CRITICAL
19.4,47.2,44.9,30.4,2775.0,30.3,MEDIUM
14.2,67.9,27.4,3.8,236.0,10.5,LOW
29.4,45.9,64.0,6.2,2313.0,19.7,LOW
162.1,421.0,99.3,56.7,704.0,100.0,CRITICAL
60.5,130.4,51.9,11.4,2516.0,36.5,MEDIUM
54.6,132.4,57.3,18.4,259.0,31.4,MEDIUM
129.9,213.8,40.2,41.3,2135.0,64.7,HIGH
44.8,69.3,34.4,47.5,2487.0,39.3,MEDIUM
82.8,153.9,74.5,54.7,300.0,64.9,HIGH
110.2,137.3,46.8,23.7,2320.0,45.7,MEDIUM
32.0,31.2,33.9,59.5,533.0,28.9,LOW
25.5,66.8,34.4,6.2,421.0,12.3,LOW
74.2,88.0,60.8,49.6,2778.0,54.4,MEDIUM
81.5,96.8,41.6,16.3,2784.0,31.2,MEDIUM
122.9,202.3,45.3,56.2,2275.0,61.5,HIGH
28.7,89.4,74.4,52.2,2693.0,48.7,MEDIUM
39.1,108.2,29.7,45.7,247.0,34.6,MEDIUM
238.9,292.2,72.7,36.2,1633.0,78.7,HIGH
143.3,357.3,73.5,12.9,2641.0,69.0,HIGH
65.0,168.3,46.8,27.7,2700.0,41.4,MEDIUM
159.4,241.0,53.4,2.1,1228.0,48.9,MEDIUM
28.8,68.1,33.7,42.6,1109.0,38.5,MEDIUM
59.2,98.3,56.5,7.0,2160.0,26.2,LOW
81.0,189.5,35.6,15.5,368.0,37.7,MEDIUM
53.9,137.2,65.7,14.7,2385.0,45.4,MEDIUM
55.5,152.7,66.0,47.3,899.0,57.3,MEDIUM
118.6,162.9,60.5,24.0,1660.0,44.9,MEDIUM
144.7,303.2,77.0,32.1,739.0,75.1,HIGH
49.4,105.5,49.2,12.5,2256.0,32.9,MEDIUM
20.5,20.5,50.2,20.0,2878.0,29.4,LOW
16.3,27.2,13.1,30.7,1714.0,23.6,LOW
8.2,20.1,41.7,11.7,2862.0,20.4,LOW
212.8,568.8,100.0,41.4,1326.0,100.0,CRITICAL
118.9,288.9,83.2,27.0,1002.0,46.8,MEDIUM
101.0,131.1,42.3,59.0,2548.0,58.5,MEDIUM
44.1,151.6,61.2,14.8,306.0,42.8,MEDIUM
43.9,91.6,25.2,23.8,987.0,24.7,LOW
148.0,305.6,55.5,55.5,2133.0,71.7,HIGH
14.2,53.8,36.7,53.2,729.0,44.3,MEDIUM
51.1,148.4,69.5,29.1,2693.0,48.4,MEDIUM
162.9,427.1,100.0,7.4,1550.0,72.3,HIGH
51.1,102.4,51.7,24.5,889.0,47.3,MEDIUM
114.7,269.0,80.7,35.2,1240.0,91.6,CRITICAL
67.1,130.5,44.8,15.3,994.0,27.6,LOW
2.5,0.0,37.3,11.5,2163.0,16.5,LOW
64.9,92.4,36.9,31.9,508.0,41.8,MEDIUM
75.3,148.4,48.5,10.6,2590.0,41.0,MEDIUM
61.0,148.1,49.9,52.5,617.0,51.7,MEDIUM
24.4,50.9,31.1,4.5,991.0,1.0,LOW
61.5,99.2,44.1,59.2,1955.0,35.4,MEDIUM
8.9,10.0,28.4,32.3,1192.0,35.8,MEDIUM
50.6,90.5,35.1,59.0,1628.0,47.0,MEDIUM
121.3,297.9,73.0,45.1,1793.0,72.2,HIGH
204.9,233.0,66.8,9.2,925.0,52.0,MEDIUM
182.4,438.1,82.5,13.6,1697.0,69.8,HIGH
28.1,12.0,36.8,6.4,2830.0,24.8,LOW
17.1,36.9,29.6,43.7,207.0,22.4,LOW
81.0,166.1,57.3,10.1,1869.0,35.9,MEDIUM
71.6,105.7,37.9,42.9,1097.0,46.6,MEDIUM
108.6,283.4,85.1,51.6,2614.0,91.0,CRITICAL
41.0,111.1,58.1,24.7,470.0,32.8,MEDIUM
73.3,125.1,36.2,39.7,370.0,47.7,MEDIUM
70.3,141.9,57.6,53.7,1334.0,57.7,MEDIUM
52.1,109.0,63.7,45.2,2086.0,40.7,MEDIUM
13.1,0.0,18.6,7.8,218.0,19.8,LOW
120.0,217.6,52.2,17.6,2471.0,57.9,MEDIUM
81.5,212.2,70.6,32.1,1142.0,54.7,MEDIUM
126.0,212.3,46.2,15.9,2777.0,48.4,MEDIUM
147.9,350.9,73.3,30.4,2736.0,75.8,HIGH
65.6,90.2,31.4,57.2,2339.0,48.2,MEDIUM
120.5,162.5,63.4,27.2,2264.0,53.7,MEDIUM
208.2,572.3,100.0,15.7,1882.0,93.6,CRITICAL
254.3,379.1,83.5,8.8,2425.0,62.1,HIGH
89.1,229.6,55.5,54.1,699.0,52.1,MEDIUM
94.4,148.7,66.1,13.8,2488.0,49.1,MEDIUM
88.0,123.2,38.2,11.6,1783.0,34.7,MEDIUM
105.9,270.6,53.7,33.1,2390.0,62.3,HIGH
143.5,320.7,60.7,27.7,1583.0,54.4,MEDIUM
86.6,136.1,58.7,23.1,1967.0,44.5,MEDIUM
244.5,518.6,100.0,34.7,1156.0,100.0,CRITICAL
221.6,354.5,98.2,34.2,1388.0,92.4,CRITICAL
75.2,201.3,45.1,4.1,1221.0,32.0,MEDIUM
74.8,97.3,41.8,24.9,2274.0,36.9,MEDIUM
48.9,105.3,74.9,43.3,762.0,52.1,MEDIUM
110.1,157.9,50.1,22.9,2805.0,51.4,MEDIUM
56.0,134.2,43.4,59.9,2522.0,49.4,MEDIUM
47.0,90.5,43.3,14.1,2613.0,30.4,MEDIUM
108.3,295.8,80.7,29.8,2759.0,80.4,CRITICAL
26.6,50.2,43.7,40.4,1421.0,36.1,MEDIUM
145.2,243.0,59.1,32.9,2697.0,63.7,HIGH
111.5,147.3,45.1,2.3,1443.0,44.7,MEDIUM
213.9,519.1,100.0,30.8,484.0,96.1,CRITICAL
90.3,74.5,32.4,58.0,339.0,45.5,MEDIUM
124.2,255.1,53.4,24.4,378.0,45.9,MEDIUM
135.9,253.2,89.7,7.0,726.0,66.9,HIGH
172.5,507.9,100.0,1.3,1207.0,71.7,HIGH
82.9,173.0,51.8,24.7,2942.0,39.6,MEDIUM
48.6,79.9,38.1,11.1,875.0,24.2,LOW
91.9,229.5,63.5,50.1,2756.0,53.8,MEDIUM
145.1,426.5,99.2,57.1,2469.0,97.8,CRITICAL
158.7,312.5,71.3,56.4,2611.0,80.7,CRITICAL
13.3,74.8,54.9,22.5,2397.0,41.4,MEDIUM
400.0,900.0,100.0,27.3,2925.0,100.0,CRITICAL
47.2,131.6,47.4,18.9,535.0,31.9,MEDIUM
125.7,170.0,47.5,7.7,1541.0,45.5,MEDIUM
186.0,430.0,100.0,33.5,1160.0,100.0,CRITICAL
69.9,169.2,53.4,11.2,996.0,49.7,MEDIUM
163.1,244.3,51.7,3.6,1451.0,45.5,MEDIUM
13.1,7.6,43.4,51.0,1547.0,44.8,MEDIUM
167.2,374.6,77.5,47.9,2961.0,90.6,CRITICAL
153.3,215.0,72.7,55.6,941.0,76.2,HIGH
100.6,216.5,32.3,19.6,2753.0,40.5,MEDIUM
145.4,366.4,80.5,52.2,668.0,86.4,CRITICAL
225.7,386.2,100.0,23.9,2062.0,83.4,CRITICAL
190.0,308.5,76.3,4.4,1055.0,56.3,MEDIUM
73.1,151.1,59.8,27.5,2889.0,50.7,MEDIUM
91.2,187.5,47.3,33.2,1977.0,57.7,MEDIUM
63.6,142.3,55.5,25.9,380.0,27.3,LOW
57.2,144.3,51.7,47.1,2786.0,50.4,MEDIUM
135.3,328.6,82.2,21.1,1023.0,56.7,MEDIUM
63.1,99.2,69.3,55.3,2797.0,60.3,HIGH
135.1,344.4,97.3,4.4,238.0,67.0,HIGH
69.8,81.4,51.7,43.2,812.0,45.0,MEDIUM
78.1,233.7,74.7,55.7,980.0,56.0,MEDIUM
36.7,34.4,24.3,33.2,2126.0,21.7,LOW
132.6,288.0,67.5,52.7,2434.0,83.0,CRITICAL
12.2,26.9,15.6,41.5,1964.0,36.8,MEDIUM
171.6,294.4,58.9,0.9,374.0,38.6,MEDIUM
309.0,846.4,100.0,40.3,1414.0,100.0,CRITICAL
80.2,90.1,43.2,39.4,1583.0,39.1,MEDIUM
77.4,120.3,33.3,0.0,1204.0,22.7,LOW
17.5,33.3,34.5,24.5,1375.0,18.2,LOW
49.7,74.4,39.3,2.3,1551.0,11.5,LOW
146.6,217.2,49.0,17.6,1751.0,51.8,MEDIUM
161.3,246.3,85.2,59.2,1967.0,100.0,CRITICAL
88.1,117.4,31.7,56.4,788.0,40.2,MEDIUM
140.5,373.4,99.4,41.1,2725.0,100.0,CRITICAL
37.3,64.6,12.6,22.0,2518.0,31.9,MEDIUM
103.9,184.9,56.0,23.8,2403.0,55.3,MEDIUM
202.4,367.9,70.8,2.3,2456.0,77.9,HIGH
119.0,309.7,68.6,20.3,1671.0,63.6,HIGH
223.4,585.3,100.0,47.1,2869.0,100.0,CRITICAL
228.0,326.7,74.8,31.2,1225.0,70.8,HIGH
108.9,217.2,49.3,28.6,1376.0,55.5,MEDIUM
0.6,34.0,41.0,5.5,2486.0,28.2,LOW
159.0,263.6,65.3,55.1,2633.0,68.9,HIGH
24.1,61.8,41.1,17.0,1457.0,5.3,LOW
3.1,31.8,23.8,23.0,2574.0,15.2,LOW
10.2,7.1,20.7,19.8,1973.0,15.1,LOW
166.8,439.2,86.4,19.7,1286.0,76.3,HIGH
109.5,248.3,76.8,36.0,2735.0,76.7,HIGH
89.9,238.9,63.1,37.6,1609.0,57.3,MEDIUM
117.3,275.2,58.7,35.9,2578.0,59.0,MEDIUM
11.0,21.1,35.1,4.1,2475.0,17.1,LOW
63.4,185.7,58.8,58.2,471.0,50.8,MEDIUM
43.2,86.7,49.9,42.8,2639.0,42.1,MEDIUM
84.7,153.7,47.3,53.0,655.0,55.3,MEDIUM
87.1,163.9,53.7,9.6,2479.0,49.3,MEDIUM
113.7,266.4,75.0,55.9,2316.0,77.6,HIGH
126.4,125.4,36.7,43.3,2264.0,56.4,MEDIUM
11.7,7.2,41.7,30.0,2778.0,22.1,LOW
64.1,172.9,56.1,1.4,1882.0,23.4,LOW
76.2,129.2,36.2,15.2,1148.0,39.5,MEDIUM
23.4,26.4,20.7,50.3,1861.0,45.0,MEDIUM
21.0,35.1,34.1,22.8,2149.0,25.1,LOW
17.9,42.4,29.8,40.7,1221.0,42.8,MEDIUM
139.9,244.6,75.7,43.8,912.0,79.8,HIGH
14.3,0.0,26.6,46.5,1571.0,30.1,MEDIUM
17.2,33.7,38.7,22.9,2715.0,38.6,MEDIUM
82.0,224.4,53.5,54.6,1965.0,51.8,MEDIUM
103.6,228.7,64.0,17.5,2712.0,57.6,MEDIUM
74.3,83.6,58.3,50.2,1530.0,48.8,MEDIUM
28.3,66.7,38.2,25.5,2852.0,28.1,LOW
21.4,54.9,31.6,14.1,2416.0,21.0,LOW
80.3,192.3,48.5,20.6,1193.0,28.9,LOW
68.0,126.6,48.8,48.0,1455.0,56.7,MEDIUM
54.7,59.7,55.9,36.9,2994.0,46.6,MEDIUM
135.6,309.1,60.0,8.2,2870.0,53.6,MEDIUM
64.4,136.7,49.9,7.4,1349.0,28.3,LOW
19.5,58.0,18.1,41.2,2534.0,34.7,MEDIUM
54.9,22.4,28.4,14.4,2747.0,32.2,MEDIUM
112.4,188.9,61.5,12.5,905.0,43.5,MEDIUM
61.3,130.7,30.6,45.0,1649.0,50.1,MEDIUM
110.9,163.6,49.2,19.4,2320.0,48.8,MEDIUM
127.3,310.0,80.0,4.1,415.0,51.3,MEDIUM
64.6,147.1,53.6,25.5,2456.0,49.8,MEDIUM
74.0,145.4,55.9,34.2,791.0,43.1,MEDIUM
58.1,52.3,26.1,36.1,1541.0,27.9,LOW
112.7,163.0,57.9,3.5,1251.0,39.8,MEDIUM
56.6,95.5,37.1,27.2,2272.0,37.6,MEDIUM
104.8,263.0,78.0,21.6,853.0,53.8,MEDIUM
88.2,175.5,28.6,26.9,1506.0,48.0,MEDIUM
10.1,34.8,31.8,2.5,944.0,16.3,LOW
109.0,336.1,81.6,17.7,353.0,56.0,MEDIUM
82.0,105.6,62.0,38.6,2562.0,53.0,MEDIUM
176.3,411.5,92.8,7.6,829.0,68.7,HIGH
24.6,64.9,42.0,57.6,851.0,40.9,MEDIUM
89.3,171.6,60.3,59.6,331.0,54.5,MEDIUM
50.1,113.4,62.0,21.6,1608.0,38.5,MEDIUM
11.6,11.7,27.2,40.9,953.0,20.5,LOW
7.6,15.1,15.4,38.1,1783.0,21.6,LOW
201.2,421.3,74.1,10.0,2226.0,73.3,HIGH
89.5,155.5,61.3,23.3,329.0,45.3,MEDIUM
62.8,87.4,45.8,58.8,761.0,35.6,MEDIUM
15.9,46.5,33.9,7.7,1294.0,14.8,LOW
193.1,447.3,90.1,34.5,2663.0,96.5,CRITICAL
39.4,68.8,42.5,36.0,507.0,43.4,MEDIUM
92.7,121.0,50.7,10.1,2283.0,40.6,MEDIUM
79.6,159.4,59.7,32.1,2870.0,54.0,MEDIUM
256.4,639.7,100.0,55.0,417.0,100.0,CRITICAL
72.6,210.4,40.4,6.9,1132.0,29.6,LOW
47.4,68.8,29.4,11.4,2355.0,23.6,LOW
90.5,187.1,41.8,15.3,2819.0,45.1,MEDIUM
98.0,199.7,43.1,45.1,891.0,51.9,MEDIUM
378.0,877.9,100.0,34.6,1997.0,100.0,CRITICAL
71.7,125.1,21.6,30.2,2248.0,38.9,MEDIUM
23.7,30.4,40.2,47.5,1331.0,38.6,MEDIUM
54.7,164.4,65.5,58.7,2075.0,56.5,MEDIUM
90.3,167.5,67.0,11.8,1738.0,41.1,MEDIUM
103.1,175.4,59.6,48.7,2824.0,59.1,MEDIUM
14.3,0.0,45.8,22.2,1708.0,31.9,MEDIUM
49.3,32.9,56.3,8.8,1647.0,40.0,MEDIUM
246.4,655.6,100.0,15.4,2074.0,91.4,CRITICAL
32.6,60.6,44.5,24.0,626.0,12.6,LOW
137.8,159.8,69.3,53.9,1687.0,61.1,HIGH
56.2,162.8,44.1,28.7,342.0,38.7,MEDIUM
75.0,99.3,42.0,36.9,1956.0,38.2,MEDIUM
16.4,36.2,27.9,2.0,1697.0,7.9,LOW
60.9,117.7,53.2,3.8,2550.0,30.5,MEDIUM
89.5,164.8,31.9,56.3,2434.0,53.7,MEDIUM
72.4,158.3,71.0,50.3,1411.0,60.2,HIGH
64.0,112.7,53.3,29.4,2045.0,41.4,MEDIUM
113.1,155.8,60.5,12.0,1049.0,41.2,MEDIUM
21.4,34.3,6.8,2.4,1286.0,4.2,LOW
92.7,151.7,40.3,58.5,418.0,52.1,MEDIUM
6.8,11.6,49.6,0.3,482.0,17.0,LOW
165.5,447.6,95.0,14.3,2492.0,81.0,CRITICAL
65.8,121.6,27.5,41.0,2921.0,44.7,MEDIUM
131.4,247.9,69.8,56.3,1570.0,60.3,HIGH
1.7,9.7,39.6,7.0,558.0,12.1,LOW
118.4,137.0,56.9,46.4,447.0,61.3,HIGH
38.1,49.2,35.6,19.9,327.0,14.6,LOW
75.4,136.8,64.1,40.8,2661.0,54.4,MEDIUM
119.7,239.6,57.5,5.8,1438.0,47.2,MEDIUM
70.0,176.6,63.0,51.9,2665.0,69.4,HIGH
109.7,278.1,73.3,42.4,1216.0,61.7,HIGH
56.9,157.1,52.0,57.3,1847.0,49.8,MEDIUM
174.6,307.4,71.6,30.1,2087.0,81.6,CRITICAL
65.6,207.6,57.0,53.3,340.0,48.1,MEDIUM
66.7,156.2,53.8,32.4,2108.0,53.8,MEDIUM
67.7,208.5,57.8,30.8,2439.0,52.9,MEDIUM
73.8,169.0,64.1,5.7,262.0,34.1,MEDIUM
22.5,84.1,36.2,48.9,365.0,38.3,MEDIUM
31.6,55.0,57.1,24.7,1662.0,34.0,MEDIUM
145.2,360.9,77.2,36.0,2920.0,100.0,CRITICAL
131.3,260.1,80.1,39.0,2925.0,73.3,HIGH
125.4,355.9,94.9,46.5,507.0,88.8,CRITICAL
102.5,242.8,68.4,34.5,2330.0,59.2,MEDIUM
48.3,73.2,41.9,37.2,2421.0,40.5,MEDIUM
44.1,94.5,35.4,31.2,2655.0,44.0,MEDIUM
71.4,189.3,52.2,36.8,322.0,44.1,MEDIUM
161.2,194.2,61.8,26.7,2923.0,65.0,HIGH
85.7,182.0,56.8,46.6,2501.0,59.5,MEDIUM
30.1,117.9,61.9,48.6,1902.0,53.0,MEDIUM
17.9,0.0,24.5,31.0,387.0,21.7,LOW
134.2,222.9,58.7,8.8,872.0,49.0,MEDIUM
196.6,417.6,72.7,22.4,1171.0,72.9,HIGH
13.4,34.0,42.8,50.4,2601.0,33.0,MEDIUM
137.4,251.1,74.3,55.0,2331.0,81.6,CRITICAL
100.7,110.5,58.3,16.0,2834.0,40.3,MEDIUM
37.0,62.3,51.7,56.5,1383.0,40.1,MEDIUM
86.6,140.4,60.5,16.6,2767.0,39.8,MEDIUM
25.6,2.5,40.3,55.1,2708.0,41.1,MEDIUM
